Gene Symbol,Gene ID,PCC,Tumor
RP11-89H19.1,ENSG00000205537.2,0.28,BLCA Tumor
CHD8,ENSG00000100888.12,0.28,BLCA Tumor
RHOQP1,ENSG00000258568.1,0.28,BLCA Tumor
BBX,ENSG00000114439.18,0.28,BLCA Tumor
SH3GLB1,ENSG00000097033.14,0.28,BLCA Tumor
MTHFD1,ENSG00000100714.15,0.28,BLCA Tumor
USP41,ENSG00000161133.16,0.28,BLCA Tumor
ZNF831,ENSG00000124203.5,0.28,BLCA Tumor
BLOC1S6,ENSG00000104164.10,0.28,BLCA Tumor
SMIM14,ENSG00000163683.11,0.28,BLCA Tumor
ITGB2,ENSG00000160255.16,0.28,BLCA Tumor
LARS2,ENSG00000011376.9,0.28,BLCA Tumor
SERPINB8,ENSG00000166401.13,0.28,BLCA Tumor
SYNJ1,ENSG00000159082.17,0.28,BLCA Tumor
ARPC5,ENSG00000162704.15,0.28,BLCA Tumor
ELAVL1,ENSG00000066044.13,0.28,BLCA Tumor
BIRC6,ENSG00000115760.13,0.28,BLCA Tumor
OR56B1,ENSG00000181023.6,0.28,BLCA Tumor
SEMA4D,ENSG00000187764.11,0.28,BLCA Tumor
SVIP,ENSG00000198168.8,0.28,BLCA Tumor
RUFY4,ENSG00000188282.12,0.28,BLCA Tumor
NAP1L4,ENSG00000205531.12,0.28,BLCA Tumor
PSMC1P1,ENSG00000241506.1,0.28,BLCA Tumor
SCML4,ENSG00000146285.13,0.28,BLCA Tumor
ZNF654,ENSG00000175105.5,0.28,BLCA Tumor
RP11-750H9.5,ENSG00000255197.5,0.28,BLCA Tumor
ROCK1,ENSG00000067900.6,0.28,BLCA Tumor
YTHDF3,ENSG00000185728.16,0.28,BLCA Tumor
PURA,ENSG00000185129.5,0.28,BLCA Tumor
KRR1,ENSG00000111615.12,0.28,BLCA Tumor
KIAA1191,ENSG00000122203.14,0.28,BLCA Tumor
C5orf22,ENSG00000082213.17,0.28,BLCA Tumor
MX1,ENSG00000157601.13,0.28,BLCA Tumor
IWS1,ENSG00000163166.13,0.28,BLCA Tumor
FEM1C,ENSG00000145780.7,0.28,BLCA Tumor
CEP295,ENSG00000166004.14,0.28,BLCA Tumor
TRAV26-1,ENSG00000211807.3,0.28,BLCA Tumor
AP000476.1,ENSG00000237484.5,0.28,BLCA Tumor
WIPF1,ENSG00000115935.16,0.28,BLCA Tumor
PLEKHA3,ENSG00000116095.10,0.28,BLCA Tumor
MMADHC,ENSG00000168288.12,0.28,BLCA Tumor
TRAV27,ENSG00000211809.2,0.28,BLCA Tumor
SNX16,ENSG00000104497.13,0.28,BLCA Tumor
EIF2S1,ENSG00000134001.12,0.28,BLCA Tumor
CARD8,ENSG00000105483.16,0.28,BLCA Tumor
MOCS2,ENSG00000164172.18,0.28,BLCA Tumor
NUMB,ENSG00000133961.19,0.28,BLCA Tumor
RTCA,ENSG00000137996.12,0.28,BLCA Tumor
EIF4G2,ENSG00000110321.15,0.28,BLCA Tumor
KLHL2,ENSG00000109466.13,0.28,BLCA Tumor
ABI1,ENSG00000136754.16,0.28,BLCA Tumor
CNOT6,ENSG00000113300.11,0.28,BLCA Tumor
FBXO38,ENSG00000145868.16,0.28,BLCA Tumor
SRSF1,ENSG00000136450.12,0.28,BLCA Tumor
TMEM126B,ENSG00000171204.12,0.28,BLCA Tumor
HSP90AA1,ENSG00000080824.18,0.28,BLCA Tumor
EVI2B,ENSG00000185862.6,0.28,BLCA Tumor
TLR3,ENSG00000164342.12,0.28,BLCA Tumor
RBBP4,ENSG00000162521.18,0.28,BLCA Tumor
CEP85L,ENSG00000111860.13,0.28,BLCA Tumor
NCR1,ENSG00000189430.12,0.28,BLCA Tumor
SOS2,ENSG00000100485.11,0.28,BLCA Tumor
IL21,ENSG00000138684.7,0.28,BLCA Tumor
HSPA14,ENSG00000187522.13,0.28,BLCA Tumor
VSTM1,ENSG00000189068.9,0.28,BLCA Tumor
FAF2,ENSG00000113194.12,0.28,BLCA Tumor
CD300A,ENSG00000167851.13,0.28,BLCA Tumor
IKZF3,ENSG00000161405.16,0.27,BLCA Tumor
NARS,ENSG00000134440.11,0.27,BLCA Tumor
CD40,ENSG00000101017.13,0.27,BLCA Tumor
TCN2,ENSG00000185339.8,0.27,BLCA Tumor
COMMD8,ENSG00000169019.10,0.27,BLCA Tumor
HMGB1,ENSG00000189403.14,0.27,BLCA Tumor
CNIH1,ENSG00000100528.11,0.27,BLCA Tumor
FAM118B,ENSG00000197798.8,0.27,BLCA Tumor
